"ID","Name","Species","GeneID","Family","Evidence"
"T034344_2.00","OLIG2","Homo_sapiens","ENSG00000205927","bHLH","D"
"T034322_2.00","OLIG3","Homo_sapiens","ENSG00000177468","bHLH","D"
"T034342_2.00","SREBF2","Homo_sapiens","ENSG00000198911","bHLH","D"
"T034250_2.00","TCF3","Homo_sapiens","ENSG00000071564","bHLH","D"
"T034340_2.00","TCF4","Homo_sapiens","ENSG00000196628","bHLH","D"
"T034253_2.00","TFAP4","Homo_sapiens","ENSG00000090447","bHLH","D"
"T034247_2.00","TFE3","Homo_sapiens","ENSG00000068323","bHLH","D"
"T034264_2.00","TFEB","Homo_sapiens","ENSG00000112561","bHLH","D"
"T034258_2.00","TFEC","Homo_sapiens","ENSG00000105967","bHLH","D"
"T034299_2.00","USF1","Homo_sapiens","ENSG00000158773","bHLH","D"
"T055457_2.00","MGA","Homo_sapiens","ENSG00000174197","bHLH,T-box","D"
"T059739_2.00","ATF4","Homo_sapiens","ENSG00000128272","bZIP","D"
"T059737_2.00","BATF3","Homo_sapiens","ENSG00000123685","bZIP","D"
"T059757_2.00","CEBPB","Homo_sapiens","ENSG00000172216","bZIP","D"
"T059769_2.00","CEBPD","Homo_sapiens","ENSG00000221869","bZIP","D"
"T059723_2.00","CEBPE","Homo_sapiens","ENSG00000092067","bZIP","D"
"T059746_2.00","CEBPG","Homo_sapiens","ENSG00000153879","bZIP","D"
"T059727_2.00","CREB3","Homo_sapiens","ENSG00000107175","bZIP","D"
"T059749_2.00","CREB3L1","Homo_sapiens","ENSG00000157613","bZIP","D"
"T059726_2.00","DBP","Homo_sapiens","ENSG00000105516","bZIP","D"
"T059728_2.00","HLF","Homo_sapiens","ENSG00000108924","bZIP","D"
"T059743_2.00","JDP2","Homo_sapiens","ENSG00000140044","bZIP","D"
"T059764_2.00","MAFF","Homo_sapiens","ENSG00000185022","bZIP","D"
"T059765_2.00","MAFG","Homo_sapiens","ENSG00000197063","bZIP","D"
"T059766_2.00","MAFK","Homo_sapiens","ENSG00000198517","bZIP","D"
"T059736_2.00","NFE2","Homo_sapiens","ENSG00000123405","bZIP","D"
"T059751_2.00","NFIL3","Homo_sapiens","ENSG00000165030","bZIP","D"
"T059740_2.00","NRL","Homo_sapiens","ENSG00000129535","bZIP","D"
"T059752_2.00","TEF","Homo_sapiens","ENSG00000167074","bZIP","D"
"T059725_2.00","XBP1","Homo_sapiens","ENSG00000100219","bZIP","D"
"T075500_2.00","ATF7","Homo_sapiens","ENSG00000170653","bZIP,C2H2 ZF","D"
"T095014_2.00","BCL6B","Homo_sapiens","ENSG00000161940","C2H2 ZF","D"
"T094831_2.00","CTCF","Homo_sapiens","ENSG00000102974","C2H2 ZF","D"
"T094872_2.00","EGR1","Homo_sapiens","ENSG00000120738","C2H2 ZF","D"
"T094882_2.00","EGR2","Homo_sapiens","ENSG00000122877","C2H2 ZF","D"
"T095176_2.00","EGR3","Homo_sapiens","ENSG00000179388","C2H2 ZF","D"
"T094930_2.00","EGR4","Homo_sapiens","ENSG00000135625","C2H2 ZF","D"
"T094799_2.00","GLI2","Homo_sapiens","ENSG00000074047","C2H2 ZF","D"
"T095134_2.00","GLIS1","Homo_sapiens","ENSG00000174332","C2H2 ZF","D"
"T094898_2.00","GLIS2","Homo_sapiens","ENSG00000126603","C2H2 ZF","D"
"T094847_2.00","GLIS3","Homo_sapiens","ENSG00000107249","C2H2 ZF","D"
"T095078_2.00","HIC2","Homo_sapiens","ENSG00000169635","C2H2 ZF","D"
"T095118_2.00","HINFP","Homo_sapiens","ENSG00000172273","C2H2 ZF","D"
"T095080_2.00","KLF13","Homo_sapiens","ENSG00000169926","C2H2 ZF","D"
"T095489_2.00","KLF14","Homo_sapiens","ENSG00000266265","C2H2 ZF","D"
"T094908_2.00","KLF16","Homo_sapiens","ENSG00000129911","C2H2 ZF","D"
"T095271_2.00","MTF1","Homo_sapiens","ENSG00000188786","C2H2 ZF","D"
"T094789_2.00","PRDM1","Homo_sapiens","ENSG00000057657","C2H2 ZF","D"
"T094850_2.00","PRDM4","Homo_sapiens","ENSG00000110851","C2H2 ZF","D"
"T095485_2.00","SCRT1","Homo_sapiens","ENSG00000261678","C2H2 ZF","D"
"T095442_2.00","SCRT2","Homo_sapiens","ENSG00000215397","C2H2 ZF","D"
"T094783_2.00","SNAI2","Homo_sapiens","ENSG00000019549","C2H2 ZF","D"
"T095233_2.00","SP1","Homo_sapiens","ENSG00000185591","C2H2 ZF","D"
"T095122_2.00","SP3","Homo_sapiens","ENSG00000172845","C2H2 ZF","D"
"T094844_2.00","SP4","Homo_sapiens","ENSG00000105866","C2H2 ZF","D"
"T095027_2.00","SP8","Homo_sapiens","ENSG00000164651","C2H2 ZF","D"
"T094823_2.00","YY1","Homo_sapiens","ENSG00000100811","C2H2 ZF","D"
"T095455_2.00","YY2","Homo_sapiens","ENSG00000230797","C2H2 ZF","D"
"T095177_2.00","ZBTB18","Homo_sapiens","ENSG00000179456","C2H2 ZF","D"
"T095072_2.00","ZBTB49","Homo_sapiens","ENSG00000168826","C2H2 ZF","D"
"T095173_2.00","ZBTB7A","Homo_sapiens","ENSG00000178951","C2H2 ZF","D"
"T095006_2.00","ZBTB7B","Homo_sapiens","ENSG00000160685","C2H2 ZF","D"
"T095225_2.00","ZBTB7C","Homo_sapiens","ENSG00000184828","C2H2 ZF","D"
"T094981_2.00","ZIC1","Homo_sapiens","ENSG00000152977","C2H2 ZF","D"
"T094989_2.00","ZIC3","Homo_sapiens","ENSG00000156925","C2H2 ZF","D"
"T095137_2.00","ZIC4","Homo_sapiens","ENSG00000174963","C2H2 ZF","D"
"T095280_2.00","ZKSCAN3","Homo_sapiens","ENSG00000189298","C2H2 ZF","D"
"T095041_2.00","ZNF143","Homo_sapiens","ENSG00000166478","C2H2 ZF","D"
"T095064_2.00","ZNF232","Homo_sapiens","ENSG00000167840","C2H2 ZF","D"
"T095088_2.00","ZNF282","Homo_sapiens","ENSG00000170265","C2H2 ZF","D"
"T094870_2.00","ZNF410","Homo_sapiens","ENSG00000119725","C2H2 ZF","D"
"T095101_2.00","ZNF524","Homo_sapiens","ENSG00000171443","C2H2 ZF","D"
"T095170_2.00","ZNF713","Homo_sapiens","ENSG00000178665","C2H2 ZF","D"
"T094940_2.00","ZNF740","Homo_sapiens","ENSG00000139651","C2H2 ZF","D"
"T095015_2.00","ZNF75A","Homo_sapiens","ENSG00000162086","C2H2 ZF","D"
"T095181_2.00","ZNF784","Homo_sapiens","ENSG00000179922","C2H2 ZF","D"
"T095320_2.00","ZSCAN16","Homo_sapiens","ENSG00000196812","C2H2 ZF","D"
"T095190_2.00","ZSCAN4","Homo_sapiens","ENSG00000180532","C2H2 ZF","D"
"T161466_2.00","CENPB","Homo_sapiens","ENSG00000125817","CENPB","D"
"T167063_2.00","CUX1","Homo_sapiens","ENSG00000257923","CUT,Homeodomain","D"
"T167057_2.00","CUX2","Homo_sapiens","ENSG00000111249","CUT,Homeodomain","D"
"T167060_2.00","ONECUT1","Homo_sapiens","ENSG00000169856","CUT,Homeodomain","D"
"T167059_2.00","ONECUT2","Homo_sapiens","ENSG00000119547","CUT,Homeodomain","D"
"T167062_2.00","ONECUT3","Homo_sapiens","ENSG00000205922","CUT,Homeodomain","D"
"T172616_2.00","E2F1","Homo_sapiens","ENSG00000101412","E2F","D"
"T172615_2.00","E2F2","Homo_sapiens","ENSG00000007968","E2F","D"
"T172617_2.00","E2F3","Homo_sapiens","ENSG00000112242","E2F","D"
"T172625_2.00","E2F4","Homo_sapiens","ENSG00000205250","E2F","D"
"T172621_2.00","E2F7","Homo_sapiens","ENSG00000165891","E2F","D"
"T172619_2.00","E2F8","Homo_sapiens","ENSG00000129173","E2F","D"
"T174553_2.00","EBF1","Homo_sapiens","ENSG00000164330","EBF1","D"
"T176124_2.00","EHF","Homo_sapiens","ENSG00000135373","Ets","D"
"T176120_2.00","ELF1","Homo_sapiens","ENSG00000120690","Ets","D"
"T176132_2.00","ELF3","Homo_sapiens","ENSG00000163435","Ets","D"
"T176114_2.00","ELF4","Homo_sapiens","ENSG00000102034","Ets","D"
"T176125_2.00","ELF5","Homo_sapiens","ENSG00000135374","Ets","D"
"T176122_2.00","ELK1","Homo_sapiens","ENSG00000126767","Ets","D"
"T176118_2.00","ELK3","Homo_sapiens","ENSG00000111145","Ets","D"
"T176131_2.00","ELK4","Homo_sapiens","ENSG00000158711","Ets","D"
"T176116_2.00","ERF","Homo_sapiens","ENSG00000105722","Ets","D"
"T176129_2.00","ERG","Homo_sapiens","ENSG00000157554","Ets","D"
"T176123_2.00","ETS1","Homo_sapiens","ENSG00000134954","Ets","D"
"T176111_2.00","ETV1","Homo_sapiens","ENSG00000006468","Ets","D"
"T176115_2.00","ETV2","Homo_sapiens","ENSG00000105672","Ets","D"
"T176119_2.00","ETV3","Homo_sapiens","ENSG00000117036","Ets","D"
"T176135_2.00","ETV4","Homo_sapiens","ENSG00000175832","Ets","D"
"T176136_2.00","ETV5","Homo_sapiens","ENSG00000244405","Ets","D"
"T176126_2.00","ETV6","Homo_sapiens","ENSG00000139083","Ets","D"
"T176133_2.00","FEV","Homo_sapiens","ENSG00000163497","Ets","D"
"T176127_2.00","FLI1","Homo_sapiens","ENSG00000151702","Ets","D"
"T176128_2.00","GABPA","Homo_sapiens","ENSG00000154727","Ets","D"
"T176121_2.00","SPDEF","Homo_sapiens","ENSG00000124664","Ets","D"
"T176113_2.00","SPI1","Homo_sapiens","ENSG00000066336","Ets","D"
"T176138_2.00","SPIB","Homo_sapiens","ENSG00000269404","Ets","D"
"T176134_2.00","SPIC","Homo_sapiens","ENSG00000166211","Ets","D"
"T185784_2.00","FOXB1","Homo_sapiens","ENSG00000171956","Forkhead","D"
"T185761_2.00","FOXC1","Homo_sapiens","ENSG00000054598","Forkhead","D"
"T185788_2.00","FOXC2","Homo_sapiens","ENSG00000176692","Forkhead","D"
"T185795_2.00","FOXD2","Homo_sapiens","ENSG00000186564","Forkhead","D"
"T185798_2.00","FOXD3","Homo_sapiens","ENSG00000187140","Forkhead","D"
"T185785_2.00","FOXG1","Homo_sapiens","ENSG00000176165","Forkhead","D"
"T185780_2.00","FOXI1","Homo_sapiens","ENSG00000168269","Forkhead","D"
"T185762_2.00","FOXJ2","Homo_sapiens","ENSG00000065970","Forkhead","D"
"T185801_2.00","FOXJ3","Homo_sapiens","ENSG00000198815","Forkhead","D"
"T185779_2.00","FOXK1","Homo_sapiens","ENSG00000164916","Forkhead","D"
"T185787_2.00","FOXL1","Homo_sapiens","ENSG00000176678","Forkhead","D"
"T185776_2.00","FOXO1","Homo_sapiens","ENSG00000150907","Forkhead","D"
"T185767_2.00","FOXO3","Homo_sapiens","ENSG00000118689","Forkhead","D"
"T185792_2.00","FOXO4","Homo_sapiens","ENSG00000184481","Forkhead","D"
"T185802_2.00","FOXO6","Homo_sapiens","ENSG00000204060","Forkhead","D"
"T185759_2.00","FOXP3","Homo_sapiens","ENSG00000049768","Forkhead","D"
"T192724_2.00","GATA3","Homo_sapiens","ENSG00000107485","GATA","D"
"T192726_2.00","GATA4","Homo_sapiens","ENSG00000136574","GATA","D"
"T192725_2.00","GATA5","Homo_sapiens","ENSG00000130700","GATA","D"
"T197997_2.00","GCM1","Homo_sapiens","ENSG00000137270","GCM","D"
"T197996_2.00","GCM2","Homo_sapiens","ENSG00000124827","GCM","D"
"T199007_2.00","GRHL1","Homo_sapiens","ENSG00000134317","Grainyhead","D"
"T199008_2.00","TFCP2","Homo_sapiens","ENSG00000135457","Grainyhead","D"
"T209920_2.00","ALX1","Homo_sapiens","ENSG00000180318","Homeodomain","D"
"T209865_2.00","ALX3","Homo_sapiens","ENSG00000156150","Homeodomain","D"
"T209771_2.00","ALX4","Homo_sapiens","ENSG00000052850","Homeodomain","D"
"T209764_2.00","ARX","Homo_sapiens","ENSG00000004848","Homeodomain","D"
"T209854_2.00","BARHL2","Homo_sapiens","ENSG00000143032","Homeodomain","D"
"T209839_2.00","BARX1","Homo_sapiens","ENSG00000131668","Homeodomain","D"
"T209935_2.00","BSX","Homo_sapiens","ENSG00000188909","Homeodomain","D"
"T209807_2.00","CDX1","Homo_sapiens","ENSG00000113722","Homeodomain","D"
"T209886_2.00","CDX2","Homo_sapiens","ENSG00000165556","Homeodomain","D"
"T209857_2.00","DLX1","Homo_sapiens","ENSG00000144355","Homeodomain","D"
"T209810_2.00","DLX2","Homo_sapiens","ENSG00000115844","Homeodomain","D"
"T209773_2.00","DLX3","Homo_sapiens","ENSG00000064195","Homeodomain","D"
"T209801_2.00","DLX4","Homo_sapiens","ENSG00000108813","Homeodomain","D"
"T209785_2.00","DLX5","Homo_sapiens","ENSG00000105880","Homeodomain","D"
"T209767_2.00","DLX6","Homo_sapiens","ENSG00000006377","Homeodomain","D"
"T209937_2.00","DMBX1","Homo_sapiens","ENSG00000197587","Homeodomain","D"
"T209942_2.00","DPRX","Homo_sapiens","ENSG00000204595","Homeodomain","D"
"T209888_2.00","DRGX","Homo_sapiens","ENSG00000165606","Homeodomain","D"
"T209954_2.00","DUXA","Homo_sapiens","ENSG00000258873","Homeodomain","D"
"T209845_2.00","EMX1","Homo_sapiens","ENSG00000135638","Homeodomain","D"
"T209897_2.00","EMX2","Homo_sapiens","ENSG00000170370","Homeodomain","D"
"T209872_2.00","EN1","Homo_sapiens","ENSG00000163064","Homeodomain","D"
"T209878_2.00","EN2","Homo_sapiens","ENSG00000164778","Homeodomain","D"
"T209826_2.00","ESX1","Homo_sapiens","ENSG00000123576","Homeodomain","D"
"T209792_2.00","EVX1","Homo_sapiens","ENSG00000106038","Homeodomain","D"
"T209906_2.00","EVX2","Homo_sapiens","ENSG00000174279","Homeodomain","D"
"T209880_2.00","GBX1","Homo_sapiens","ENSG00000164900","Homeodomain","D"
"T209892_2.00","GBX2","Homo_sapiens","ENSG00000168505","Homeodomain","D"
"T209841_2.00","GSC","Homo_sapiens","ENSG00000133937","Homeodomain","D"
"T209772_2.00","GSC2","Homo_sapiens","ENSG00000063515","Homeodomain","D"
"T209894_2.00","GSX1","Homo_sapiens","ENSG00000169840","Homeodomain","D"
"T209921_2.00","GSX2","Homo_sapiens","ENSG00000180613","Homeodomain","D"
"T209875_2.00","HESX1","Homo_sapiens","ENSG00000163666","Homeodomain","D"
"T209858_2.00","HMBOX1","Homo_sapiens","ENSG00000147421","Homeodomain","D"
"T209948_2.00","HMX1","Homo_sapiens","ENSG00000215612","Homeodomain","D"
"T209934_2.00","HMX2","Homo_sapiens","ENSG00000188816","Homeodomain","D"
"T209933_2.00","HMX3","Homo_sapiens","ENSG00000188620","Homeodomain","D"
"T209844_2.00","HNF1A","Homo_sapiens","ENSG00000135100","Homeodomain","D"
"T209959_2.00","HNF1B","Homo_sapiens","ENSG00000275410","Homeodomain","D"
"T209947_2.00","HOMEZ","Homo_sapiens","ENSG00000215271","Homeodomain","D"
"T209786_2.00","HOXA1","Homo_sapiens","ENSG00000105991","Homeodomain","D"
"T209791_2.00","HOXA13","Homo_sapiens","ENSG00000106031","Homeodomain","D"
"T209787_2.00","HOXA2","Homo_sapiens","ENSG00000105996","Homeodomain","D"
"T209775_2.00","HOXA9","Homo_sapiens","ENSG00000078399","Homeodomain","D"
"T209866_2.00","HOXB13","Homo_sapiens","ENSG00000159184","Homeodomain","D"
"T209904_2.00","HOXB2","Homo_sapiens","ENSG00000173917","Homeodomain","D"
"T209818_2.00","HOXB3","Homo_sapiens","ENSG00000120093","Homeodomain","D"
"T209817_2.00","HOXB5","Homo_sapiens","ENSG00000120075","Homeodomain","D"
"T209923_2.00","HOXC10","Homo_sapiens","ENSG00000180818","Homeodomain","D"
"T209824_2.00","HOXC11","Homo_sapiens","ENSG00000123388","Homeodomain","D"
"T209825_2.00","HOXC12","Homo_sapiens","ENSG00000123407","Homeodomain","D"
"T209823_2.00","HOXC13","Homo_sapiens","ENSG00000123364","Homeodomain","D"
"T209835_2.00","HOXD11","Homo_sapiens","ENSG00000128713","Homeodomain","D"
"T209896_2.00","HOXD12","Homo_sapiens","ENSG00000170178","Homeodomain","D"
"T209836_2.00","HOXD13","Homo_sapiens","ENSG00000128714","Homeodomain","D"
"T209910_2.00","HOXD8","Homo_sapiens","ENSG00000175879","Homeodomain","D"
"T209899_2.00","IRX2","Homo_sapiens","ENSG00000170561","Homeodomain","D"
"T209912_2.00","IRX5","Homo_sapiens","ENSG00000176842","Homeodomain","D"
"T209868_2.00","ISL2","Homo_sapiens","ENSG00000159556","Homeodomain","D"
"T209909_2.00","ISX","Homo_sapiens","ENSG00000175329","Homeodomain","D"
"T209918_2.00","LBX2","Homo_sapiens","ENSG00000179528","Homeodomain","D"
"T209795_2.00","LHX2","Homo_sapiens","ENSG00000106689","Homeodomain","D"
"T209796_2.00","LHX6","Homo_sapiens","ENSG00000106852","Homeodomain","D"
"T209855_2.00","LHX9","Homo_sapiens","ENSG00000143355","Homeodomain","D"
"T209871_2.00","LMX1A","Homo_sapiens","ENSG00000162761","Homeodomain","D"
"T209850_2.00","LMX1B","Homo_sapiens","ENSG00000136944","Homeodomain","D"
"T209856_2.00","MEIS1","Homo_sapiens","ENSG00000143995","Homeodomain","D"
"T209842_2.00","MEIS2","Homo_sapiens","ENSG00000134138","Homeodomain","D"
"T209783_2.00","MEIS3","Homo_sapiens","ENSG00000105419","Homeodomain","D"
"T209766_2.00","MEOX1","Homo_sapiens","ENSG00000005102","Homeodomain","D"
"T209794_2.00","MEOX2","Homo_sapiens","ENSG00000106511","Homeodomain","D"
"T209928_2.00","MIXL1","Homo_sapiens","ENSG00000185155","Homeodomain","D"
"T209837_2.00","MNX1","Homo_sapiens","ENSG00000130675","Homeodomain","D"
"T209873_2.00","MSX1","Homo_sapiens","ENSG00000163132","Homeodomain","D"
"T209820_2.00","MSX2","Homo_sapiens","ENSG00000120149","Homeodomain","D"
"T209946_2.00","NOTO","Homo_sapiens","ENSG00000214513","Homeodomain","D"
"T209809_2.00","OTX1","Homo_sapiens","ENSG00000115507","Homeodomain","D"
"T209887_2.00","OTX2","Homo_sapiens","ENSG00000165588","Homeodomain","D"
"T209853_2.00","PDX1","Homo_sapiens","ENSG00000139515","Homeodomain","D"
"T209884_2.00","PHOX2A","Homo_sapiens","ENSG00000165462","Homeodomain","D"
"T209802_2.00","PHOX2B","Homo_sapiens","ENSG00000109132","Homeodomain","D"
"T209774_2.00","PITX1","Homo_sapiens","ENSG00000069011","Homeodomain","D"
"T209799_2.00","PITX3","Homo_sapiens","ENSG00000107859","Homeodomain","D"
"T209869_2.00","PKNOX1","Homo_sapiens","ENSG00000160199","Homeodomain","D"
"T209885_2.00","PKNOX2","Homo_sapiens","ENSG00000165495","Homeodomain","D"
"T209944_2.00","POU5F1B","Homo_sapiens","ENSG00000212993","Homeodomain","D"
"T209908_2.00","PROP1","Homo_sapiens","ENSG00000175325","Homeodomain","D"
"T209812_2.00","PRRX1","Homo_sapiens","ENSG00000116132","Homeodomain","D"
"T209891_2.00","PRRX2","Homo_sapiens","ENSG00000167157","Homeodomain","D"
"T209843_2.00","RAX","Homo_sapiens","ENSG00000134438","Homeodomain","D"
"T209905_2.00","RAX2","Homo_sapiens","ENSG00000173976","Homeodomain","D"
"T209781_2.00","RHOXF1","Homo_sapiens","ENSG00000101883","Homeodomain","D"
"T209931_2.00","SHOX","Homo_sapiens","ENSG00000185960","Homeodomain","D"
"T209893_2.00","SHOX2","Homo_sapiens","ENSG00000168779","Homeodomain","D"
"T209914_2.00","TGIF1","Homo_sapiens","ENSG00000177426","Homeodomain","D"
"T209813_2.00","TGIF2","Homo_sapiens","ENSG00000118707","Homeodomain","D"
"T209864_2.00","TGIF2LX","Homo_sapiens","ENSG00000153779","Homeodomain","D"
"T209879_2.00","UNCX","Homo_sapiens","ENSG00000164853","Homeodomain","D"
"T209859_2.00","VAX1","Homo_sapiens","ENSG00000148704","Homeodomain","D"
"T209811_2.00","VAX2","Homo_sapiens","ENSG00000116035","Homeodomain","D"
"T209862_2.00","VENTX","Homo_sapiens","ENSG00000151650","Homeodomain","D"
"T209778_2.00","VSX1","Homo_sapiens","ENSG00000100987","Homeodomain","D"
"T209814_2.00","VSX2","Homo_sapiens","ENSG00000119614","Homeodomain","D"
"T237341_2.00","PAX2","Homo_sapiens","ENSG00000075891","Homeodomain,Paired box","D"
"T237343_2.00","PAX3","Homo_sapiens","ENSG00000135903","Homeodomain,Paired box","D"
"T237342_2.00","PAX4","Homo_sapiens","ENSG00000106331","Homeodomain,Paired box","D"
"T237339_2.00","PAX6","Homo_sapiens","ENSG00000007372","Homeodomain,Paired box","D"
"T237340_2.00","PAX7","Homo_sapiens","ENSG00000009709","Homeodomain,Paired box","D"
"T238189_2.00","POU1F1","Homo_sapiens","ENSG00000064835","Homeodomain,POU","D"
"T238193_2.00","POU2F1","Homo_sapiens","ENSG00000143190","Homeodomain,POU","D"
"T238188_2.00","POU2F2","Homo_sapiens","ENSG00000028277","Homeodomain,POU","D"
"T238192_2.00","POU2F3","Homo_sapiens","ENSG00000137709","Homeodomain,POU","D"
"T238197_2.00","POU3F1","Homo_sapiens","ENSG00000185668","Homeodomain,POU","D"
"T238196_2.00","POU3F2","Homo_sapiens","ENSG00000184486","Homeodomain,POU","D"
"T238199_2.00","POU3F3","Homo_sapiens","ENSG00000198914","Homeodomain,POU","D"
"T238198_2.00","POU3F4","Homo_sapiens","ENSG00000196767","Homeodomain,POU","D"
"T238195_2.00","POU4F1","Homo_sapiens","ENSG00000152192","Homeodomain,POU","D"
"T238194_2.00","POU4F2","Homo_sapiens","ENSG00000151615","Homeodomain,POU","D"
"T238190_2.00","POU4F3","Homo_sapiens","ENSG00000091010","Homeodomain,POU","D"
"T238191_2.00","POU6F2","Homo_sapiens","ENSG00000106536","Homeodomain,POU","D"
"T240228_2.00","HSF1","Homo_sapiens","ENSG00000185122","HSF","D"
"T240222_2.00","HSF2","Homo_sapiens","ENSG00000025156","HSF","D"
"T240223_2.00","HSF4","Homo_sapiens","ENSG00000102878","HSF","D"
"T240224_2.00","HSFY2","Homo_sapiens","ENSG00000169953","HSF","D"
"T244079_2.00","IRF3","Homo_sapiens","ENSG00000126456","IRF","D"
"T244081_2.00","IRF4","Homo_sapiens","ENSG00000137265","IRF","D"
"T244080_2.00","IRF5","Homo_sapiens","ENSG00000128604","IRF","D"
"T244084_2.00","IRF7","Homo_sapiens","ENSG00000185507","IRF","D"
"T244082_2.00","IRF8","Homo_sapiens","ENSG00000140968","IRF","D"
"T244085_2.00","IRF9","Homo_sapiens","ENSG00000213928","IRF","D"
"T253655_2.00","MEF2A","Homo_sapiens","ENSG00000068305","MADS box","D"
"T253659_2.00","MEF2B","Homo_sapiens","ENSG00000213999","MADS box","D"
"T253658_2.00","MEF2D","Homo_sapiens","ENSG00000116604","MADS box","D"
"T253657_2.00","SRF","Homo_sapiens","ENSG00000112658","MADS box","D"
"T269586_2.00","MYBL1","Homo_sapiens","ENSG00000185697","Myb/SANT","D"
"T269576_2.00","MYBL2","Homo_sapiens","ENSG00000101057","Myb/SANT","D"
"T303239_2.00","AR","Homo_sapiens","ENSG00000169083","Nuclear receptor","D"
"T303211_2.00","ESR1","Homo_sapiens","ENSG00000091831","Nuclear receptor","D"
"T303241_2.00","ESRRA","Homo_sapiens","ENSG00000173153","Nuclear receptor","D"
"T303219_2.00","ESRRB","Homo_sapiens","ENSG00000119715","Nuclear receptor","D"
"T303248_2.00","ESRRG","Homo_sapiens","ENSG00000196482","Nuclear receptor","D"
"T303212_2.00","HNF4A","Homo_sapiens","ENSG00000101076","Nuclear receptor","D"
"T303244_2.00","NR2C2","Homo_sapiens","ENSG00000177463","Nuclear receptor","D"
"T303215_2.00","NR2E1","Homo_sapiens","ENSG00000112333","Nuclear receptor","D"
"T303243_2.00","NR2F1","Homo_sapiens","ENSG00000175745","Nuclear receptor","D"
"T303237_2.00","NR2F6","Homo_sapiens","ENSG00000160113","Nuclear receptor","D"
"T303216_2.00","NR3C1","Homo_sapiens","ENSG00000113580","Nuclear receptor","D"
"T303235_2.00","NR3C2","Homo_sapiens","ENSG00000151623","Nuclear receptor","D"
"T303236_2.00","NR4A2","Homo_sapiens","ENSG00000153234","Nuclear receptor","D"
"T303225_2.00","RARA","Homo_sapiens","ENSG00000131759","Nuclear receptor","D"
"T303209_2.00","RARB","Homo_sapiens","ENSG00000077092","Nuclear receptor","D"
"T303240_2.00","RARG","Homo_sapiens","ENSG00000172819","Nuclear receptor","D"
"T303208_2.00","RORA","Homo_sapiens","ENSG00000069667","Nuclear receptor","D"
"T303246_2.00","RXRA","Homo_sapiens","ENSG00000186350","Nuclear receptor","D"
"T303250_2.00","RXRB","Homo_sapiens","ENSG00000204231","Nuclear receptor","D"
"T303229_2.00","RXRG","Homo_sapiens","ENSG00000143171","Nuclear receptor","D"
"T303222_2.00","THRA","Homo_sapiens","ENSG00000126351","Nuclear receptor","D"
"T303234_2.00","THRB","Homo_sapiens","ENSG00000151090","Nuclear receptor","D"
"T303213_2.00","VDR","Homo_sapiens","ENSG00000111424","Nuclear receptor","D"
"T311038_2.00","TP63","Homo_sapiens","ENSG00000073282","p53","D"
"T311643_2.00","PAX1","Homo_sapiens","ENSG00000125813","Paired box","D"
"T311644_2.00","PAX5","Homo_sapiens","ENSG00000196092","Paired box","D"
"T311645_2.00","PAX9","Homo_sapiens","ENSG00000198807","Paired box","D"
"T316463_2.00","PROX1","Homo_sapiens","ENSG00000117707","Prospero","D"
